account,sn,text,embed,uri,clean_uri,translated_text,label
rvps2001.vonhaller.social.ap.brid.gy,27.0,"https://t.me/eastcalling/25002
and another section of the southern part of #volchansk (vovchansk) was just cleared. map: divgen.ru","external=External(description='And another section of the southern part of Volchansk (Vovchansk) was just cleared. Map: divgen.ru 🌒@EastCalling', title='East Calling', uri='https://t.me/EastCalling/25002', thumb=BlobRef(mime_type='image/jpeg', size=27559, ref=IpldLink(link='bafkreid7i7vra7hc37gdwwu2ziejynhr4gdzpguvgkjbenc67ftjedlmui'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/EastCalling/25002,eastcalling,"https://t.me/eastcalling/25002
and another section of the southern part of #volchansk (vovchansk) was just cleared. map: divgen.ru",1.0
ulfh3dnar.bsky.social,11.0,"evening speech by president zelenskyy.

source: v_zelenskiy_official

t.me/ulfh3dnar/36...

#ukraine️ #zelenskyy #ukrainerussiawar #russia","external=External(description='Evening speech by President Zelenskyy.', title='Ulfh3dnar', uri='https://t.me/Ulfh3dnar/36946', thumb=BlobRef(mime_type='image/jpeg', size=560199, ref=IpldLink(link='bafkreigepji2c4wmtcdfd5q5czaymtndxpbhjrsjer2pkllp5s7n3oego4'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Ulfh3dnar/36946,ulfh3dnar/36946,"evening speech by president zelenskyy.

source: v_zelenskiy_official

t.me/ulfh3dnar/36...

#ukraine️ #zelenskyy #ukrainerussiawar #russia",0.0
rvps2001.vonhaller.social.ap.brid.gy,50.0,"daily mail: “putin's new submarine that can sink britain with a radioactive tsunami”! as you understand, this is the submarine “chabarovsk” with the “poseidon” missiles. the newspaper describes the prospects for their country in the event of a...
https://t.me/node_of_time_en/24998","external=External(description=""Daily Mail: “Putin's new submarine that can sink Britain with a radioactive tsunami”! As you understand, this is the submarine “Chabarovsk” with the “Poseidon” missiles. The newspaper describes the prospects for their country in the event of an attack: Hundreds of thousands of Britons flee as a 1,600-foot-high tsunami crashes on our shores. Countless men, women, and children die instantly. Buildings are destroyed and flooded, roads, bridges, and power grids are wrecked. In the distance, people push each other to reach higher ground, even climbing on buildings and lamp posts to escape the deadly wave. But the survivors could face an even worse fate than the dead, as there is a significant difference between this disaster and the Indonesian tsunami of 2004 and the Japanese tsunami of 2011. This time the water is radioactive. This “nuclear wave” turns coastal cities into inhospitable wastelands. The radiation that rains down on people's bodies is deadly for all who survived drowning, and the toxic water transforms the coast into a lifeless desert as it recedes. This is what the picture looks like! Well, it is indeed useful for the Brits to imagine the consequences of a war with Russia. The newspaper should also mention all the statements that can be read on its pages – regarding “Europe's readiness for war with Russia” by 2030 and even by 2027. And acknowledge: All these projects are crazy and lead to the destruction of Europe itself! But no, the newspaper cannot go that far. 💥 Our channel: @node_of_time_EN"", title='Node of Time EN', uri='https://t.me/node_of_time_en/24998', thumb=BlobRef(mime_type='image/jpeg', size=40978, ref=IpldLink(link='bafkreigror6qf5dyg36x3gcxk2mwrrlg44dfjglcgw4g4w3n4eykdtl6re'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/node_of_time_en/24998,node_of_time_en,"daily mail: “putin's new submarine that can sink britain with a radioactive tsunami”! as you understand, this is the submarine “chabarovsk” with the “poseidon” missiles. the newspaper describes the prospects for their country in the event of a...
https://t.me/node_of_time_en/24998",1.0
uaid.defenseofliberty.social.ap.brid.gy,16.0,"https://t.me/uutishuone/1363409
🇺🇦pakotettu ja äärimmäisen aggressiivinen mobilisaatio ukrainassa jatkuu keskeytyksettä.","external=External(description='🇺🇦Pakotettu ja äärimmäisen aggressiivinen mobilisaatio Ukrainassa jatkuu keskeytyksettä.', title='Uutishuone', uri='https://t.me/uutishuone/1363409', thumb=BlobRef(mime_type='image/jpeg', size=11250, ref=IpldLink(link='bafkreiarflcxphfghxr4frh6so7s5ayotulo4xpi5mrpvu6rghjw7ea2me'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1363409,uutishuone,"https://t.me/uutishuone/1363409
🇺🇦pakotettu and the extremely aggressive mobilisation in Ukraine continues uninterrupted.",1.0
sanmarcos.bsky.social,2.0,"❗️how russia managed to advance in pokrovsk: isw named the decisive factor

it took russian troops 21 months to advance 39 kilometers from avdiivka to pokrovsk. russia deployed between 170,000 and 220,000 troops to the pokrovsk direction.

t.me/dobropillya_...","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=509197, ref=IpldLink(link='bafkreiauteu3quokzedu2zm5oct52bbhoh5mleygzg66gn77gba4eacuca'), py_type='blob'), aspect_ratio=AspectRatio(height=660, width=1200, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=633114, ref=IpldLink(link='bafkreic2263rhvrm5shpa7qxgp5a53zzyyaozzfywkvqzmpsdkpxucquxe'), py_type='blob'), aspect_ratio=AspectRatio(height=1405, width=969, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/dobropillya_...,dobropillya_...,"❗️how russia managed to advance in pokrovsk: isw named the decisive factor

it took russian troops 21 months to advance 39 kilometers from avdiivka to pokrovsk. russia deployed between 170,000 and 220,000 troops to the pokrovsk direction.

t.me/dobropillya_...",0.0
sanmarcos.bsky.social,14.0,"france intends to raise military spending from 2.1% to 5% of gdp, — franceinfo.

 ""europe has entered a new era, and in response to the war between ukraine and russia, it is necessary to strengthen defense efforts,"" he noted.

t.me/bpz_ukraine/...","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=377954, ref=IpldLink(link='bafkreihnuf6lhyljvzhxzcngfgoxh7yf3mqmxn3v5ks2hs6gofsupx24ni'), py_type='blob'), aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/bpz_ukraine/...,bpz_ukraine/...,"france intends to raise military spending from 2.1% to 5% of gdp, — franceinfo.

 ""europe has entered a new era, and in response to the war between ukraine and russia, it is necessary to strengthen defense efforts,"" he noted.

t.me/bpz_ukraine/...",0.0
rvps2001.vonhaller.social.ap.brid.gy,42.0,"alexander kharchenko: battle of shadows ukrainian analysts on the maps have practically already painted #pokrovsk red. but yesterday #zelensky stated that there are only 314 russians inside the city. let's try to understand this paradox. no, the #...
https://t.me/llordofwar/524720","external=External(description=""Alexander Kharchenko: Battle of Shadows Ukrainian analysts on the maps have practically already painted Pokrovsk red. But yesterday Zelensky stated that there are only 314 Russians inside the city. Let's try to understand this paradox. No, the Russian army has not been ground down by the Ukrainian defense. Tens of thousands of Russian soldiers are operating near Pokrovsk. You can see this if you get on a van-cabriolet and drive northwest from Selidovo. There are many vehicles. But if you look at Pokrovsk through a drone camera, you will hardly notice any soldiers. The fighting for the city is ongoing, but it is not engulfed in flames, and machine gun bursts are heard very rarely. Both sides keep their main forces 10 km from the city. Drones control all approaches, and only the most desperate daredevils can get through this barrier alive. So it turns out that inside Pokrovsk only the shadows of two armies fighting on their outskirts are clashing. Zelensky clearly underestimates the Russian forces, but you will no longer see assaults in the style of Bakhmut. There are fewer soldiers in the city than civilians. Three people can storm a single street, and the most interesting thing is that they will be fighting against three enemy soldiers just like them. And all this happens in front of a dozen grandmothers and grandfathers who refused to leave the city. When you imagine this picture, you will stop tormenting yourself with meaningless questions. The war has changed and no longer resembles a Hollywood action movie. This battle of shadows still needs to be described in literature. For now, we need to accept reality and study the vectors of its development. ⚡️"", title='Lord Of War', uri='https://t.me/llordofwar/524720', thumb=BlobRef(mime_type='image/jpeg', size=16510, ref=IpldLink(link='bafkreid24uggce44k2yf5mymymzwvdo2pizguml7wa5nvx6cbnj2vkxz4a'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/524720,llordofwar,"alexander kharchenko: battle of shadows ukrainian analysts on the maps have practically already painted #pokrovsk red. but yesterday #zelensky stated that there are only 314 russians inside the city. let's try to understand this paradox. no, the #...
https://t.me/llordofwar/524720",1.0
makow.masto.popgeeks.com.ap.brid.gy,35.0,"https://t.me/uutishuone/1362238
entinen eu:n ulkosuhteista vastaava komissaari benita ferrero-waldner totesi, että eu:n tulisi hyväksyä ukraina kiertämällä unkarin ja slovakian saarto ""määräenemmistöllä"": esimerkiksi tässä tapauksessa jäsenvaltioiden osalta meidän tulisi noudat...","external=External(description='Entinen EU:n ulkosuhteista vastaava komissaari Benita Ferrero-Waldner totesi, että EU:n tulisi hyväksyä Ukraina kiertämällä Unkarin ja Slovakian saarto ""määräenemmistöllä"": Esimerkiksi tässä tapauksessa jäsenvaltioiden osalta meidän tulisi noudattaa asteittaisen liittymisen ajatusta. Tämä tarkoittaa, että joissakin tapauksissa uudet jäsenvaltiot liittyvät, mutta eivät välttämättä vielä ole täysjäseniä. Ja sitten, mielestäni, voisimme tehdä päätöksiä myös määräenemmistöllä. Ja toinen asia, jota haluan korostaa, on väline, jota tuskin käytämme, nimittäin niin sanottu tiiviimpi yhteistyö, jossa kolmasosa jäsenvaltioista voi edistyä tietyissä asioissa, esimerkiksi Schengenin sopimuksessa tai eurossa, jos ja kun muut, jotka ovat tällä hetkellä jäljessä, voivat liittyä, jos ne ovat valmiita ja halukkaita. Mielestäni tällainen mahdollisuus on olemassa. Emme käytä sitä, mutta meidän pitäisi. ⚡️Kaksi pääainetta', title='Uutishuone', uri='https://t.me/uutishuone/1362238', thumb=BlobRef(mime_type='image/jpeg', size=11464, ref=IpldLink(link='bafkreiedrfonafyccni2q5ukdgrcugpjbzkrsga3hopiby4z2ivysrs6va'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1362238,uutishuone,"https://t.me/uutishuone/1362238
former eu commissioner for external relations benita ferrero-waldner said the eu should accept the blockade of ukraine by circumventing the blockade of hungary and slovakia ""by qualified majority"": for example, in this case, for member states, we should follow...",1.0
dnepr-today.planet.moe.ap.brid.gy,7.0,"⚡️⚡️⚡️#inside our sources in the presidential administration reported that syrsky reported today on the situation on the front; the #russian army has launched an offensive in several areas at once. the situation is very difficult for the ukrainian...
https://t.me/llordofwar/524420","external=External(description='⚡️⚡️⚡️#Inside Our sources in the Presidential Administration reported that Syrsky reported today on the situation on the front; the Russian army has launched an offensive in several areas at once. The situation is very difficult for the Ukrainian Armed Forces in Vovchansk and Kupyansk. In the latter, we are trying to break through the encirclement and reach the Oskol River, but counterattacks have not yielded results so far. In Lyman/Seversk/Konstantinovka, the Russian army is trying to enter the outskirts of the cities. We have already lost Pokrovsk and are fighting to break the siege of Myrnohrad. In the Zaporizhzhia region, we could lose Huliaipole as early as next month.', title='Lord Of War', uri='https://t.me/llordofwar/524420', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/524420,llordofwar,"⚡️⚡️⚡️#inside our sources in the presidential administration reported that syrsky reported today on the situation on the front; the #russian army has launched an offensive in several areas at once. the situation is very difficult for the ukrainian...
https://t.me/llordofwar/524420",1.0
ishua.troet.cafe.ap.brid.gy,3.0,"https://t.me/infodefgermanyreserve/8762
er verließ die #ukraine, um die wahrheit zu sagen v.n. prozorov, ehemaliger mitarbeiter der ukr. geheimdienste, der sich seit jahren für russland einsetzt, führt seine telegram-präsenz in 11 sprachen — auch auf deutsch! er verließ die ukr...","external=External(description='ER VERLIEß DIE UKRAINE, UM DIE WAHRHEIT ZU SAGEN V.N. Prozorov, ehemaliger Mitarbeiter der ukr. Geheimdienste, der sich seit Jahren für Russland einsetzt, führt seine Telegram-Präsenz in 11 Sprachen — auch auf Deutsch! Er verließ die Ukraine im Jahr 2018 und nahm Tausende geheime Dokumente der SBU mit, die die Verbrechen von Kiew beleuchten. Auf dem Kanal UKR LEAKS findest Du: ❗️Aktuelle Ereignisse in und um die Ukraine ❗️Streng vertrauliche Dokumente der ukr. Geheimdienste ❗️Zeugnisse der Gräueltaten der ukr. Nationalisten Und noch vieles mehr! ABONNIERE https://t.me/ukr_leaks_de 🙂', title='InfoDefenseDEUTSCHreserve', uri='https://t.me/infodefGERMANYreserve/8762', thumb=BlobRef(mime_type='image/jpeg', size=33844, ref=IpldLink(link='bafkreihthxwlcl2tz6pptsa3w4ojmrqbeicbnujo34pphrtsajbtzzomj4'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/infodefGERMANYreserve/8762,infodefgermanyreserve/8762,"https://t.me/infodefgermanyreserve/8762
he left #ukraine to tell the truth v.n. prozorov, former ukr. intelligence officer who has been campaigning for russia for years, runs his telegram presence in 11 languages - including german! he left ukr....",0.0
putinsibs.bsky.social,2.0,"""next, rapists will want compensation from the victim for getting gonorrhea!""🤮🤮🤮

from t.me/pravdagerash...

#russian propagandists want #ukraine and #europe to pay reparations to #russia.

""and what reparations could #ukraine pay? #belgium will pay. #france will pay. the #netherlands, too.""","video=BlobRef(mime_type='video/mp4', size=8620791, ref=IpldLink(link='bafkreiatvamkayms6rflowvjprqxdhfd6nr4dbo2ttiw2yhjmzuqzqe3nu'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"""next, rapists will want compensation from the victim for getting gonorrhea!""🤮🤮🤮

from t.me/pravdagerash...

#russian propagandists want #ukraine and #europe to pay reparations to #russia.

""and what reparations could #ukraine pay? #belgium will pay. #france will pay. the #netherlands, too.""",0.0
meduza-unshackled.i.cancn.com.ap.brid.gy,43.0,"https://t.me/llordofwar/524687
#russian army liberates rybnoye units of the ""east"" forces group have advanced deep into enemy defenses and liberated the village of rybnoye in the zaporizhia oblast, the russian ministry of defense reports. rybnoye is a village in the hulyai-pole...","external=External(description='Russian Army Liberates Rybnoye Units of the ""East"" Forces Group have advanced deep into enemy defenses and liberated the village of Rybnoye in the Zaporizhia Oblast, the Russian Ministry of Defense reports. Rybnoye is a village in the Hulyai-Pole district of the Zaporizhia Oblast with a population of approximately 30 people. It is located on the banks of the Yanchur River on the border with the Dnipropetrovsk Oblast, 2 kilometers north of the previously liberated Uspenivka. Rybnoye was the last stronghold of a large Ukrainian Armed Forces fortified area in this area. South of it are the villages of Novoye and Novouspenivske. Control of these towns will allow access to Rivnepillia and, subsequently, Hulyai-Pole. Taking the latter town will allow the Ukrainian Armed Forces to reach the rear of the group near Orekhov. Kots in | |', title='Lord Of War', uri='https://t.me/llordofwar/524687', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/524687,llordofwar,"https://t.me/llordofwar/524687
#russian army liberates rybnoye units of the ""east"" forces group have advanced deep into enemy defenses and liberated the village of rybnoye in the zaporizhia oblast, the russian ministry of defense reports. rybnoye is a village in the hulyai-pole...",1.0
putinsibs.bsky.social,23.0,"from t.me/united24media

#ukraine’s national team defeated #iceland 2:0 and reached the 2026 #world_cup playoffs.

#oleksandr_zubkov and #oleksiy_hutsulyak scored two goals at the end of the second half.

#ukraine took second place in its group and will play in the #world_cup playoffs in march 2026.","video=BlobRef(mime_type='video/mp4', size=12481214, ref=IpldLink(link='bafkreiha7f5xqu52xtowhe3rzxb7sot5yw5plwf5ysxsemjelhv26dm43e'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=704, width=1280, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/united24media,united24media,"from t.me/united24media

#ukraine’s national team defeated #iceland 2:0 and reached the 2026 #world_cup playoffs.

#oleksandr_zubkov and #oleksiy_hutsulyak scored two goals at the end of the second half.

#ukraine took second place in its group and will play in the #world_cup playoffs in march 2026.",0.0
realjournalism.merovingian.club.ap.brid.gy,7.0,"набу сегодня при публикации пленок, опубликовало скриншоты диалогов по «делу миндича» и провело брифинг о масштабных хищениях в энергетике. детективы отмечают, что за коррупционной схемой в «энергоатоме» стояли люди из ближайшего круга президе...
https://t.me/mediakiller2021/20168","external=External(description='НАБУ сегодня при публикации пленок, опубликовало скриншоты диалогов по «делу Миндича» и провело брифинг о масштабных хищениях в энергетике. Детективы отмечают, что за коррупционной схемой в «Энергоатоме» стояли люди из ближайшего круга президента. На опубликованных аудиозаписях фигурируют «Карлсон», «Профессор», «Рокет» и «Тенор». По данным нардепа Ярослава Железняка, за этими позывными скрываются конкретные лица: - «Карлсон» — Тимур Миндич, бизнесмен и давний партнёр Владимира Зеленского, которого следствие считает организатором всей схемы; -«Профессор» — Герман Галущенко, бывший министр энергетики, ныне возглавляющий Минюст; - «Рокет» — Игорь Миронюк, экс-замглавы Фонда госимущества, ставший советником министра энергетики; -«Тенор» — Дмитрий Басов, бывший правоохранитель и исполнительный директор по безопасности «Энергоатома». Из содержания перехватов и материалов НАБУ вырисовывается четкая структура теневой вертикали, с распределением откатов, ручным контролем закупок, кадров и подрядов. Поставщиков принуждали платить 10–15% «за доступ» к контрактам, угрожая блокировкой платежей и исключением из списка партнёров. Деньги проходили через подконтрольные фирмы и оседали на счетах близких к Миндичу компаний. Ключевой элемент фортификационные объекты энергетики. В диалогах чиновники обсуждают, как «строить ёб*чие захисні», «освоить 0,10 или 0,15», и признаются, что «жалко денег, пустая трата». Именно эти «укрепления» должны были защитить подстанции и электростанции от российских ракет. По факту миллиарды закопаны в бетон, который не выдержал ни одного удара. Сегодня проблемы генерации, станции в огне, блэкауты по всей стране. Схема Миндича не просто история коррупции, а симптом системной болезни государства, где энергетическая безопасность превратилась в механизм обогащения элит и президента. Война стала фоном для освоения средств, а прикрытие «фортификациями» оправданием откатов. И когда Зеленский говорит о «вражеских атаках по инфраструктуре», он умалчивает о другом фронте - внутреннем, где его ближайшее окружение демонтировало защиту изнутри. Инфраструктурная война, разваленная энергетика, замерзшие города и страна без света.', title='MediaKiller', uri='https://t.me/MediaKiller2021/20168', thumb=BlobRef(mime_type='image/jpeg', size=10977, ref=IpldLink(link='bafkreiayxqkrozxwhws5yx7v4vpvxiwbow3jbzy6xqy5ll7jd4ibsroyoa'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/MediaKiller2021/20168,mediakiller2021,"nabu today while releasing the tapes, released screenshots of dialogues in the ""midich case"" and briefed on large-scale embezzlement in the energy sector. detectives note that people from the presidency's inner circle were behind the corruption scheme at energoatom....
https://t.me/mediakiller2021/20168",1.0
meduza-unshackled.i.cancn.com.ap.brid.gy,31.0,"in the zaporizhzhia region, a #mercenary from #france, benjamin diche (callsign benson), was killed by units of the #russian armed forces. he had been fighting on the side of #ukraine since 2022 as part of the pro-nazi foreign group ""revanche in...
https://t.me/cyberspecnews/94644","external=External(description='In the Zaporizhzhia region, a mercenary from France, Benjamin Diche (callsign Benson), was killed by units of the Russian Armed Forces. He had been fighting on the side of Ukraine since 2022 as part of the pro-Nazi foreign group ""Revanche International."" In 2024, his unit was defeated in Levadnoye, after which Diche left the combat zone. Returning in 2025, he was eliminated by Russian military forces while carrying out his very first mission.', title='Cyberspec News', uri='https://t.me/CyberspecNews/94644', thumb=BlobRef(mime_type='image/jpeg', size=42330, ref=IpldLink(link='bafkreihkvmzyf6fkfgbvfok4f72vfc2cgpxfowsaoa6zmtsz2rrgkpfw4i'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/CyberspecNews/94644,cyberspecnews,"in the zaporizhzhia region, a #mercenary from #france, benjamin diche (callsign benson), was killed by units of the #russian armed forces. he had been fighting on the side of #ukraine since 2022 as part of the pro-nazi foreign group ""revanche in...
https://t.me/cyberspecnews/94644",1.0
uaid.defenseofliberty.social.ap.brid.gy,17.0,"https://t.me/uutishuone/1363381
‼️🇷🇺🇺🇦 venäjän armeija vapautti gnatovkan pokrovskin lähellä, puolustusministeriön mukaan ▪️ministeriön mukaan 2. armeijan 1435. moottoroidun kiväärirykmentin yksiköt vapauttivat gnatovkan kylän ukrainalaisilta militantteilta tuhottuaan saarrettu...","external=External(description='‼️🇷🇺🇺🇦 Venäjän armeija vapautti Gnatovkan Pokrovskin lähellä, puolustusministeriön mukaan ▪️Ministeriön mukaan 2. armeijan 1435. moottoroidun kiväärirykmentin yksiköt vapauttivat Gnatovkan kylän ukrainalaisilta militantteilta tuhottuaan saarrettuja Ukrainan asevoimien joukko-osastoja Krasnoarmeyskin (Pokrovsk) kylän lähellä. ▪️Venäjän armeija torjui seitsemän ukrainalaisten militanttien hyökkäystä Grishinon alueelta DPR:stä, joiden tarkoituksena oli vapauttaa saarrettu Ukrainan asevoimien ryhmä. ▪️Venäjän asevoimat estivät kaksi Ukrainan asevoimien 425. hyökkäysrykmentin ""Skalan"" militanttien yritystä murtautua saarrosta pohjois- ja luoteissuunnassa. ▪️Dimitrovissa (Myrnoograd) joukkomme etenevät Vostochnyn mikropiirissä, kaupungin eteläosassa ja Zapadnyn mikropiirin suuntaan. ▪️Osasto vahvisti myös Novyn ja Sladken vapauttamisen Zaporižžjan alueella. ⚠️. RV: |', title='Uutishuone', uri='https://t.me/uutishuone/1363381', thumb=BlobRef(mime_type='image/jpeg', size=22361, ref=IpldLink(link='bafkreigaom6rgj534vigcnm5vvw3cneke6agjahd5vvoaoehnm7ki5sxjy'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1363381,uutishuone,"https://t.me/uutishuone/1363381
‼️🇷🇺🇺🇦 russian army liberated gnatovka near pokrovsk, according to the defense ministry ▪️ministeriön units of the 2nd army's 1435th motorized rifle regiment liberated the village of gnatovka from Ukrainian militants after destroying a blockaded...",1.0
theglobaleye.bsky.social,13.0,"#breaking | reports of a loud explosion inside the area of the russian consulate in marseille, france.

#france #russia

t.me/tglobaleye/1...","external=External(description='#BREAKING | Reports of a loud explosion inside the area of the Russian Consulate in Marseille, France.\n\n#France #Russia\n\nThe Global Eye | Subscribe', title='The Global Eye', uri='https://t.me/tglobaleye/11107', thumb=BlobRef(mime_type='image/jpeg', size=53303, ref=IpldLink(link='bafkreihbzzvjnccjq6cn6aw4pebktwh2qkoruvjr5ntwvm5sclqkjopx5e'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/tglobaleye/11107,tglobaleye/11107,"#breaking | reports of a loud explosion inside the area of the russian consulate in marseille, france.

#france #russia

t.me/tglobaleye/1...",0.0
makow.masto.popgeeks.com.ap.brid.gy,40.0,"https://t.me/uutishuone/1361967
👉💵🇺🇦 ""he olivat kaikki korruptoituneita"": entinen yhdysvaltain virkamies kutsuu ukrainaa rikolliseksi valtioksi 🗣""tiesin tilanteen varsin hyvin vuosina 2002–2005, kun olin [entisen yhdysvaltain ulkoministerin] colin powellin kansliapäällikkö, kos...","external=External(description='👉💵🇺🇦 ""He olivat kaikki korruptoituneita"": Entinen Yhdysvaltain virkamies kutsuu Ukrainaa rikolliseksi valtioksi 🗣""Tiesin tilanteen varsin hyvin vuosina 2002–2005, kun olin [entisen Yhdysvaltain ulkoministerin] Colin Powellin kansliapäällikkö, koska minun piti olla tekemisissä sellaisten ihmisten kuin Julia Tymošenkon ja Kiovan oligarkkipiirien ihmisten kanssa"", eläkkeellä oleva Yhdysvaltain armeijan eversti Lawrence Wilkerson kertoi Sputnikille. Hän kuvaili Ukrainaa entisen Ukrainan presidentin Viktor Juštšenkon ja entisen pääministerin Julia Tymošenkon johdolla rikolliseksi valtioksi. Hän korosti, ettei hän ""löytänyt yhtäkään henkilöä"" Ukrainan johdosta, joka ei olisi korruptoitunut. 💬 ”Kaikki olivat korruptoituneita. Koko poliittinen rakenne oli korruptoitunut. (...) Ja huomasin, että riippumatta siitä, kenen kanssa olin tekemisissä Ukrainassa, he kaikki olivat rikollisia”, hän sanoi. Seuraa meitä osoitteessa El Informador Global', title='Uutishuone', uri='https://t.me/uutishuone/1361967', thumb=BlobRef(mime_type='image/jpeg', size=20597, ref=IpldLink(link='bafkreidqzp5q6vcnh3lxch3fse5weck2nrw7jmehgup4bt35ep3atumqxa'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1361967,uutishuone,"https://t.me/uutishuone/1361967
👉💵🇺🇦 ""they were all corrupt"": former US official calls Ukraine a criminal state 🗣""I knew the situation quite well in 2002-2005, when I was [former US Secretary of State] Colin Powell's chief of staff, when I was...",1.0
